Year,Forecast
2018-01-01,2.684207962937745
2019-01-01,2.687884917924136
2020-01-01,2.6884937084741676
2021-01-01,2.688594505447527
2022-01-01,2.6886111943232627
2023-01-01,2.6886139574873145
2024-01-01,2.688614414982217
