Year,Forecast
2012-01-01,479.4031863648514
2013-01-01,478.3062928028573
2014-01-01,478.53572464990214
2015-01-01,478.48773551562124
2016-01-01,478.49777316749345
2017-01-01,478.49567364107736
2018-01-01,478.49611278872146
2019-01-01,478.4960209343624
2020-01-01,478.4960401470882
2021-01-01,478.4960361284566
2022-01-01,478.496036969014
2023-01-01,478.49603679319875
2024-01-01,478.49603682997315
