Year,Forecast
2012-01-01,12.597144308724847
2013-01-01,13.330685198433823
2014-01-01,14.08822347439277
2015-01-01,14.869759136601683
2016-01-01,15.67529218506057
2017-01-01,16.504822619769413
2018-01-01,17.358350440728227
2019-01-01,18.235875647937007
2020-01-01,19.13739824139576
2021-01-01,20.06291822110447
2022-01-01,21.012435587063152
2023-01-01,21.985950339271806
2024-01-01,22.98346247773042
