Year,Forecast
2012-01-01,365.96726239087343
2013-01-01,372.3096548538705
2014-01-01,378.84062400519525
2015-01-01,385.5601698448478
2016-01-01,392.46829237282805
2017-01-01,399.56499158913596
2018-01-01,406.85026749377164
2019-01-01,414.3241200867351
2020-01-01,421.98654936802626
2021-01-01,429.8375553376452
2022-01-01,437.87713799559185
2023-01-01,446.1052973418662
2024-01-01,454.52203337646836
