Year,Forecast
2018-01-01,2.2328615384615382
2019-01-01,2.202783638583638
2020-01-01,2.1739146309629063
2021-01-01,2.1462545155993427
2022-01-01,2.119803292492947
2023-01-01,2.0945609616437193
2024-01-01,2.0705275230516595
