Year,Forecast
2012-01-01,9.03068353980132
2013-01-01,8.734410584273562
2014-01-01,8.693538380130953
2015-01-01,8.687899873340823
2016-01-01,8.687122015638034
2017-01-01,8.68701470662373
2018-01-01,8.686999902856268
2019-01-01,8.686997860609095
2020-01-01,8.686997578871793
2021-01-01,8.686997540004848
2022-01-01,8.686997534642975
2023-01-01,8.68699753390328
2024-01-01,8.686997533801236
